org_name,repo_name,repo_url,description,language,star,forks,daily_star,date,trending_category
ray-project,kuberay,https://github.com/ray-project/kuberay,A toolkit to run Ray applications on Kubernetes,Go,1289.0,411.0,7,2024-11-22,go
coredns,coredns,https://github.com/coredns/coredns,CoreDNS is a DNS server that chains plugins,Go,12451.0,2138.0,6,2024-11-22,go
open-telemetry,opentelemetry-collector,https://github.com/open-telemetry/opentelemetry-collector,OpenTelemetry Collector,Go,4494.0,1475.0,4,2024-11-22,go
prometheus,node_exporter,https://github.com/prometheus/node_exporter,Exporter for machine metrics,Go,11282.0,2373.0,9,2024-11-22,go
VictoriaMetrics,VictoriaMetrics,https://github.com/VictoriaMetrics/VictoriaMetrics,"VictoriaMetrics: fast, cost-effective monitoring solution and time series database",Go,12478.0,1235.0,12,2024-11-22,go
zitadel,zitadel,https://github.com/zitadel/zitadel,"ZITADEL - Identity infrastructure, simplified for you.",Go,9043.0,579.0,9,2024-11-22,go
gruntwork-io,terragrunt,https://github.com/gruntwork-io/terragrunt,Terragrunt is a flexible orchestration tool that allows Infrastructure as Code written in OpenTofu/Terraform to scale.,Go,8096.0,984.0,2,2024-11-22,go
hyperledger,fabric,https://github.com/hyperledger/fabric,Hyperledger Fabric is an enterprise-grade permissioned distributed ledger framework for developing solutions and applications. Its modular and versatile design satisfies a broad range of industry use cases. It offers a unique approach to consensus that enables performance at scale while preserving privacy.,Go,15771.0,8859.0,4,2024-11-22,go
casdoor,casdoor,https://github.com/casdoor/casdoor,"An open-source UI-first Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0, OIDC, SAML, CAS, LDAP, SCIM, WebAuthn, TOTP, MFA, Face ID, RADIUS, Google Workspace, Active Directory and Kerberos",Go,10269.0,1211.0,14,2024-11-22,go
hashicorp,vault,https://github.com/hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management",Go,31262.0,4226.0,12,2024-11-22,go
temporalio,temporal,https://github.com/temporalio/temporal,Temporal service,Go,12083.0,850.0,11,2024-11-22,go
moby,moby,https://github.com/moby/moby,The Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,Go,68791.0,18666.0,9,2024-11-22,go
knadh,listmonk,https://github.com/knadh/listmonk,"High performance, self-hosted, newsletter and mailing list manager with a modern dashboard. Single binary app.",Go,15333.0,1401.0,15,2024-11-22,go
derailed,k9s,https://github.com/derailed/k9s,🐶 Kubernetes CLI To Manage Your Clusters In Style!,Go,27434.0,1724.0,17,2024-11-22,go
danielmiessler,fabric,https://github.com/danielmiessler/fabric,fabric is an open-source framework for augmenting humans using AI. It provides a modular framework for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.,Go,,,103,2024-11-07,go
influxdata,telegraf,https://github.com/influxdata/telegraf,"Agent for collecting, processing, aggregating, and writing metrics, logs, and other arbitrary data.",Go,,,10,2024-11-07,go
kopia,kopia,https://github.com/kopia/kopia,"Cross-platform backup tool for Windows, macOS & Linux with fast, incremental backups, client-side end-to-end encryption, compression and data deduplication. CLI and GUI included.",Go,,,30,2024-11-07,go
kubernetes,autoscaler,https://github.com/kubernetes/autoscaler,Autoscaling components for Kubernetes,Go,,,2,2024-11-07,go
jpillora,chisel,https://github.com/jpillora/chisel,A fast TCP/UDP tunnel over HTTP,Go,,,103,2024-11-07,go
grafana,tempo,https://github.com/grafana/tempo,"Grafana Tempo is a high volume, minimal dependency distributed tracing backend.",Go,,,4,2024-11-07,go
fsnotify,fsnotify,https://github.com/fsnotify/fsnotify,Cross-platform filesystem notifications for Go.,Go,,,12,2024-11-07,go
prometheus,prometheus,https://github.com/prometheus/prometheus,The Prometheus monitoring system and time series database.,Go,,,22,2024-11-07,go
hibiken,asynq,https://github.com/hibiken/asynq,"Simple, reliable, and efficient distributed task queue in Go",Go,,,25,2024-11-07,go
onsi,ginkgo,https://github.com/onsi/ginkgo,A Modern Testing Framework for Go,Go,,,7,2024-11-07,go
stretchr,testify,https://github.com/stretchr/testify,A toolkit with common assertions and mocks that plays nicely with the standard library,Go,,,6,2024-11-07,go
grafana,k6,https://github.com/grafana/k6,"A modern load testing tool, using Go and JavaScript - https://k6.io",Go,,,27,2024-11-07,go
ollama,ollama,https://github.com/ollama/ollama,"Get up and running with Llama 3.2, Mistral, Gemma 2, and other large language models.",Go,,,197,2024-11-07,go
thanos-io,thanos,https://github.com/thanos-io/thanos,Highly available Prometheus setup with long term storage capabilities. A CNCF Incubating project.,Go,,,4,2024-11-07,go
go-sql-driver,mysql,https://github.com/go-sql-driver/mysql,Go MySQL Driver is a MySQL driver for Go's (golang) database/sql package,Go,,,2,2024-11-07,go
opencontainers,runc,https://github.com/opencontainers/runc,CLI tool for spawning and running containers according to the OCI specification,Go,,,3,2024-11-07,go
lima-vm,lima,https://github.com/lima-vm/lima,"Linux virtual machines, with a focus on running containers",Go,,,23,2024-11-07,go
go-gorm,gorm,https://github.com/go-gorm/gorm,"The fantastic ORM library for Golang, aims to be developer friendly",Go,,,11,2024-11-07,go
kubernetes,client-go,https://github.com/kubernetes/client-go,Go client for Kubernetes.,Go,,,7,2024-11-07,go
oauth2-proxy,oauth2-proxy,https://github.com/oauth2-proxy/oauth2-proxy,"A reverse proxy that provides authentication with Google, Azure, OpenID Connect and many more identity providers.",Go,,,9,2024-11-07,go
aws,karpenter-provider-aws,https://github.com/aws/karpenter-provider-aws,"Karpenter is a Kubernetes Node Autoscaler built for flexibility, performance, and simplicity.",Go,,,8,2024-11-07,go
containerd,containerd,https://github.com/containerd/containerd,An open and reliable container runtime,Go,,,10,2024-11-07,go
openbao,openbao,https://github.com/openbao/openbao,"OpenBao exists to provide a software solution to manage, store, and distribute sensitive data including secrets, certificates, and keys.",Go,,,4,2024-11-07,go
FiloSottile,mkcert,https://github.com/FiloSottile/mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,Go,49966.0,2617.0,158,2024-11-15,go
milvus-io,milvus,https://github.com/milvus-io/milvus,"A cloud-native vector database, storage for next generation AI applications",Go,30564.0,2921.0,67,2024-11-15,go
Project-HAMi,HAMi,https://github.com/Project-HAMi/HAMi,Heterogeneous AI Computing Virtualization Middleware,Go,926.0,194.0,5,2024-11-15,go
cilium,tetragon,https://github.com/cilium/tetragon,eBPF-based Security Observability and Runtime Enforcement,Go,3652.0,369.0,8,2024-11-15,go
IBM,sarama,https://github.com/IBM/sarama,Sarama is a Go library for Apache Kafka.,Go,11559.0,1757.0,4,2024-11-15,go
kyverno,kyverno,https://github.com/kyverno/kyverno,Cloud Native Policy Management,Go,5744.0,881.0,8,2024-11-15,go
zeromicro,go-zero,https://github.com/zeromicro/go-zero,A cloud-native Go microservices framework with cli tool for productivity.,Go,29307.0,3957.0,9,2024-11-15,go
dunglas,frankenphp,https://github.com/dunglas/frankenphp,🧟 The modern PHP app server,Go,6927.0,241.0,14,2024-11-15,go
open-policy-agent,opa,https://github.com/open-policy-agent/opa,"Open Policy Agent (OPA) is an open source, general-purpose policy engine.",Go,9707.0,1345.0,11,2024-11-15,go
cert-manager,cert-manager,https://github.com/cert-manager/cert-manager,Automatically provision and manage TLS certificates in Kubernetes,Go,12156.0,2094.0,9,2024-11-15,go
mudler,LocalAI,https://github.com/mudler/LocalAI,"🤖 The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI, running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference",Go,25713.0,1930.0,87,2024-11-15,go
etcd-io,etcd,https://github.com/etcd-io/etcd,Distributed reliable key-value store for the most critical data of a distributed system,Go,47839.0,9771.0,10,2024-11-15,go
hashicorp,vault,https://github.com/hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management",Go,31210.0,4217.0,6,2024-11-15,go
dapr,dapr,https://github.com/dapr/dapr,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.",Go,24114.0,1906.0,20,2024-11-15,go
openai,openai-go,https://github.com/openai/openai-go,The official Go library for the OpenAI API,Go,361.0,26.0,12,2024-11-15,go
jesseduffield,lazydocker,https://github.com/jesseduffield/lazydocker,The lazier way to manage everything docker,Go,37357.0,1193.0,53,2024-11-15,go
ollama,ollama,https://github.com/ollama/ollama,"Get up and running with Llama 3.2, Mistral, Gemma 2, and other large language models.",Go,97976.0,7796.0,171,2024-11-15,go
open-telemetry,opentelemetry-collector,https://github.com/open-telemetry/opentelemetry-collector,OpenTelemetry Collector,Go,4459.0,1467.0,4,2024-11-15,go
kedacore,keda,https://github.com/kedacore/keda,KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes,Go,8520.0,1076.0,4,2024-11-15,go
cilium,cilium,https://github.com/cilium/cilium,"eBPF-based Networking, Security, and Observability",Go,20226.0,2971.0,8,2024-11-15,go
open-telemetry,opentelemetry-collector-contrib,https://github.com/open-telemetry/opentelemetry-collector-contrib,Contrib repository for the OpenTelemetry Collector,Go,3086.0,2378.0,5,2024-11-15,go
telepresenceio,telepresence,https://github.com/telepresenceio/telepresence,Local development against a remote Kubernetes or OpenShift cluster,Go,6586.0,519.0,2,2024-11-15,go
gravitational,teleport,https://github.com/gravitational/teleport,"The easiest, and most secure way to access and protect all of your infrastructure.",Go,17619.0,1763.0,5,2024-11-15,go
containers,skopeo,https://github.com/containers/skopeo,"Work with remote images registries - retrieving information, images, signing content",Go,8286.0,782.0,19,2024-11-15,go
jesseduffield,lazydocker,https://github.com/jesseduffield/lazydocker,The lazier way to manage everything docker,Go,37921.0,1210.0,148,2024-11-25,go
SagerNet,sing-box,https://github.com/SagerNet/sing-box,The universal proxy platform,Go,20236.0,2409.0,45,2024-11-25,go
pocketbase,pocketbase,https://github.com/pocketbase/pocketbase,Open Source realtime backend in 1 file,Go,40973.0,1925.0,50,2024-11-25,go
bluesky-social,indigo,https://github.com/bluesky-social/indigo,Go source code for Bluesky's atproto services.,Go,865.0,114.0,12,2024-11-25,go
wagoodman,dive,https://github.com/wagoodman/dive,A tool for exploring each layer in a docker image,Go,46869.0,1777.0,142,2024-11-25,go
tmc,langchaingo,https://github.com/tmc/langchaingo,"LangChain for Go, the easiest way to write LLM-based programs in Go",Go,4978.0,639.0,109,2024-11-25,go
AdguardTeam,AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,Network-wide ads & trackers blocking DNS server,Go,25676.0,1842.0,23,2024-11-25,go
Melkeydev,go-blueprint,https://github.com/Melkeydev/go-blueprint,Go-blueprint allows users to spin up a quick Go project using a popular framework,Go,5475.0,317.0,64,2024-11-25,go
XTLS,Xray-core,https://github.com/XTLS/Xray-core,"Xray, Penetrates Everything. Also the best v2ray-core, with XTLS support. Fully compatible configuration.",Go,25774.0,3970.0,30,2024-11-25,go
AlexxIT,go2rtc,https://github.com/AlexxIT/go2rtc,"Ultimate camera streaming application with support RTSP, RTMP, HTTP-FLV, WebRTC, MSE, HLS, MP4, MJPEG, HomeKit, FFmpeg, etc.",Go,7045.0,505.0,36,2024-11-25,go
evcc-io,evcc,https://github.com/evcc-io/evcc,Solar Charging ☀️🚘,Go,3643.0,676.0,7,2024-11-25,go
danielmiessler,fabric,https://github.com/danielmiessler/fabric,fabric is an open-source framework for augmenting humans using AI. It provides a modular framework for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.,Go,25585.0,2720.0,30,2024-11-25,go
restic,restic,https://github.com/restic/restic,"Fast, secure, efficient backup program",Go,26717.0,1562.0,13,2024-11-25,go
casdoor,casdoor,https://github.com/casdoor/casdoor,"An open-source UI-first Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0, OIDC, SAML, CAS, LDAP, SCIM, WebAuthn, TOTP, MFA, Face ID, RADIUS, Google Workspace, Active Directory and Kerberos",Go,10378.0,1213.0,32,2024-11-25,go
yorukot,superfile,https://github.com/yorukot/superfile,Pretty fancy and modern terminal file manager,Go,7665.0,172.0,43,2024-11-25,go
iawia002,lux,https://github.com/iawia002/lux,👾 Fast and simple video download library and CLI tool written in Go,Go,27814.0,3003.0,8,2024-11-25,go
techschool,simplebank,https://github.com/techschool/simplebank,Backend master class: build a simple bank service in Go,Go,5412.0,986.0,14,2024-11-25,go
v2rayA,v2rayA,https://github.com/v2rayA/v2rayA,"A web GUI client of Project V which supports VMess, VLESS, SS, SSR, Trojan, Tuic and Juicity protocols. 🚀",Go,11602.0,1226.0,15,2024-11-25,go
charmbracelet,huh,https://github.com/charmbracelet/huh,Build terminal forms and prompts 🤷🏻‍♀️,Go,4643.0,130.0,52,2024-11-25,go
usememos,memos,https://github.com/usememos/memos,"An open-source, lightweight note-taking solution. The pain-less way to create your meaningful notes. Your Notes, Your Way.",Go,34565.0,2489.0,72,2024-11-25,go
containers,podman,https://github.com/containers/podman,Podman: A tool for managing OCI containers and pods.,Go,23940.0,2427.0,16,2024-11-25,go
NVIDIA,nvidia-container-toolkit,https://github.com/NVIDIA/nvidia-container-toolkit,Build and run containers leveraging NVIDIA GPUs,Go,2494.0,269.0,6,2024-11-25,go
sundowndev,phoneinfoga,https://github.com/sundowndev/phoneinfoga,Information gathering framework for phone numbers,Go,13204.0,3711.0,9,2024-11-25,go
influxdata,telegraf,https://github.com/influxdata/telegraf,"Agent for collecting, processing, aggregating, and writing metrics, logs, and other arbitrary data.",Go,14849.0,5594.0,132,2024-11-20,go
open-telemetry,opentelemetry-go,https://github.com/open-telemetry/opentelemetry-go,OpenTelemetry Go API and SDK,Go,5317.0,1081.0,11,2024-11-20,go
ethereum-optimism,optimism,https://github.com/ethereum-optimism/optimism,"Optimism is Ethereum, scaled.",Go,5656.0,3294.0,1,2024-11-20,go
Melkeydev,go-blueprint,https://github.com/Melkeydev/go-blueprint,Go-blueprint allows users to spin up a quick Go project using a popular framework,Go,4833.0,288.0,129,2024-11-20,go
open-telemetry,opentelemetry-go-contrib,https://github.com/open-telemetry/opentelemetry-go-contrib,Collection of extensions for OpenTelemetry-Go.,Go,1217.0,566.0,3,2024-11-20,go
crossplane,crossplane,https://github.com/crossplane/crossplane,The Cloud Native Control Plane,Go,9552.0,961.0,7,2024-11-20,go
pingcap,tidb,https://github.com/pingcap/tidb,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications.",Go,37310.0,5853.0,12,2024-11-20,go
containerd,nerdctl,https://github.com/containerd/nerdctl,"contaiNERD CTL - Docker-compatible CLI for containerd, with support for Compose, Rootless, eStargz, OCIcrypt, IPFS, ...",Go,8186.0,610.0,6,2024-11-20,go
hugomd,ascii-live,https://github.com/hugomd/ascii-live,"An extension to parrot.live, with support for more animations! http://ascii.live",Go,478.0,175.0,16,2024-11-20,go
tidwall,gjson,https://github.com/tidwall/gjson,Get JSON values quickly - JSON parser for Go,Go,14364.0,857.0,4,2024-11-20,go
